severity,type,image_vendor,image_type
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
high,deb,original,rabbitmq
critical,deb,original,rabbitmq
high,deb,original,rabbitmq
high,deb,original,rabbitmq
medium,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
critical,deb,original,rabbitmq
medium,deb,original,rabbitmq
high,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
high,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
medium,deb,original,rabbitmq
low,deb,original,rabbitmq
low,deb,original,rabbitmq
low,deb,original,rabbitmq
low,deb,original,rabbitmq
negligible,deb,original,rabbitmq
high,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
medium,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
high,deb,original,rabbitmq
medium,deb,original,rabbitmq
medium,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
low,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
unknown,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
low,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
unknown,deb,original,rabbitmq
high,deb,original,rabbitmq
high,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
medium,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
negligible,deb,original,rabbitmq
high,apk,original,curl
medium,apk,original,curl
high,deb,rapidfort,postgres-official
high,binary,rapidfort,postgres-official
low,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
high,go-module,rapidfort,postgres-official
medium,go-module,rapidfort,postgres-official
medium,go-module,rapidfort,postgres-official
low,go-module,rapidfort,postgres-official
high,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
high,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
high,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
high,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
high,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
high,deb,rapidfort,postgres-official
high,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
medium,deb,rapidfort,postgres-official
high,deb,rapidfort,postgres-official
high,deb,rapidfort,postgres-official
high,deb,rapidfort,postgres-official
high,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
medium,binary,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,rapidfort,postgres-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
low,deb,original,nginx-official
negligible,deb,original,nginx-official
medium,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
high,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
medium,deb,original,nginx-official
high,deb,original,nginx-official
medium,deb,original,nginx-official
medium,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
medium,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
high,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
medium,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
medium,deb,original,nginx-official
medium,deb,original,nginx-official
medium,deb,original,nginx-official
medium,deb,original,nginx-official
medium,deb,original,nginx-official
medium,deb,original,nginx-official
medium,deb,original,nginx-official
medium,deb,original,nginx-official
medium,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
medium,deb,original,nginx-official
medium,deb,original,nginx-official
negligible,deb,original,nginx-official
low,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
unknown,deb,original,nginx-official
negligible,deb,original,nginx-official
low,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
low,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
unknown,deb,original,nginx-official
high,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nginx-official
negligible,deb,original,nats
high,deb,original,nats
negligible,deb,original,nats
low,deb,original,nats
negligible,deb,original,nats
medium,deb,original,nats
critical,go-module,original,nats
critical,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
high,go-module,original,nats
low,go-module,original,nats
low,go-module,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
medium,deb,original,nats
medium,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
medium,deb,original,nats
medium,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
high,deb,original,nats
critical,deb,original,nats
medium,deb,original,nats
high,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
medium,deb,original,nats
low,deb,original,nats
low,deb,original,nats
low,deb,original,nats
low,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
medium,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
high,deb,original,nats
low,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
unknown,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
low,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
unknown,deb,original,nats
high,deb,original,nats
high,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
medium,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,nats
negligible,deb,original,consul
high,deb,original,consul
negligible,deb,original,consul
high,binary,original,consul
low,deb,original,consul
negligible,deb,original,consul
medium,deb,original,consul
medium,go-module,original,consul
medium,go-module,original,consul
medium,go-module,original,consul
medium,go-module,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
high,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
high,deb,original,consul
low,deb,original,consul
high,deb,original,consul
low,deb,original,consul
high,deb,original,consul
critical,deb,original,consul
negligible,deb,original,consul
medium,deb,original,consul
high,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
medium,deb,original,consul
low,deb,original,consul
low,deb,original,consul
low,deb,original,consul
low,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
medium,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
high,deb,original,consul
high,deb,original,consul
high,deb,original,consul
high,deb,original,consul
high,deb,original,consul
high,deb,original,consul
high,deb,original,consul
high,deb,original,consul
high,deb,original,consul
high,deb,original,consul
high,deb,original,consul
high,deb,original,consul
high,deb,original,consul
high,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
medium,deb,original,consul
low,deb,original,consul
low,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
unknown,deb,original,consul
unknown,deb,original,consul
unknown,deb,original,consul
unknown,deb,original,consul
unknown,deb,original,consul
unknown,deb,original,consul
unknown,deb,original,consul
unknown,deb,original,consul
unknown,deb,original,consul
low,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
unknown,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
low,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
unknown,deb,original,consul
high,deb,original,consul
high,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
medium,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,consul
negligible,deb,original,influxdb
high,deb,original,influxdb
negligible,deb,original,influxdb
low,deb,original,influxdb
negligible,deb,original,influxdb
critical,deb,original,influxdb
high,deb,original,influxdb
high,deb,original,influxdb
medium,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
medium,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
medium,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
high,deb,original,influxdb
critical,deb,original,influxdb
high,deb,original,influxdb
high,deb,original,influxdb
medium,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
critical,deb,original,influxdb
medium,deb,original,influxdb
high,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
high,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
low,deb,original,influxdb
low,deb,original,influxdb
low,deb,original,influxdb
low,deb,original,influxdb
negligible,deb,original,influxdb
high,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
high,deb,original,influxdb
low,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
unknown,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
low,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
unknown,deb,original,influxdb
high,deb,original,influxdb
high,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
