severity,type,image_vendor,image_type
high,java-archive,rapidfort,cassandra-official
high,java-archive,rapidfort,cassandra-official
high,java-archive,rapidfort,cassandra-official
medium,java-archive,rapidfort,cassandra-official
medium,java-archive,rapidfort,cassandra-official
medium,java-archive,rapidfort,cassandra-official
medium,java-archive,rapidfort,cassandra-official
medium,java-archive,rapidfort,cassandra-official
critical,go-module,rapidfort,cassandra-official
critical,go-module,rapidfort,cassandra-official
critical,go-module,rapidfort,cassandra-official
critical,go-module,rapidfort,cassandra-official
critical,go-module,rapidfort,cassandra-official
critical,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
high,go-module,rapidfort,cassandra-official
medium,go-module,rapidfort,cassandra-official
medium,go-module,rapidfort,cassandra-official
medium,go-module,rapidfort,cassandra-official
medium,go-module,rapidfort,cassandra-official
medium,go-module,rapidfort,cassandra-official
medium,go-module,rapidfort,cassandra-official
medium,go-module,rapidfort,cassandra-official
medium,go-module,rapidfort,cassandra-official
medium,go-module,rapidfort,cassandra-official
medium,go-module,rapidfort,cassandra-official
medium,go-module,rapidfort,cassandra-official
medium,go-module,rapidfort,cassandra-official
low,go-module,rapidfort,cassandra-official
unknown,go-module,rapidfort,cassandra-official
unknown,go-module,rapidfort,cassandra-official
unknown,go-module,rapidfort,cassandra-official
unknown,go-module,rapidfort,cassandra-official
unknown,go-module,rapidfort,cassandra-official
unknown,go-module,rapidfort,cassandra-official
unknown,go-module,rapidfort,cassandra-official
medium,binary,rapidfort,cassandra-official
medium,binary,rapidfort,cassandra-official
medium,binary,rapidfort,cassandra-official
unknown,binary,rapidfort,cassandra-official
low,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
medium,go-module,rapidfort,influxdb
low,go-module,rapidfort,influxdb
medium,go-module,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
medium,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
medium,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
high,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
medium,deb,rapidfort,influxdb
low,deb,rapidfort,influxdb
critical,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
medium,deb,rapidfort,influxdb
unknown,deb,rapidfort,influxdb
low,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
negligible,deb,rapidfort,influxdb
critical,deb,rapidfort,influxdb
high,go-module,rapidfort,traefik
low,deb,original,mariadb
low,deb,original,mariadb
low,deb,original,mariadb
low,deb,original,mariadb
negligible,deb,original,mariadb
negligible,deb,original,mariadb
low,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
low,deb,original,mariadb
negligible,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
low,deb,original,mariadb
negligible,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
low,deb,original,mariadb
negligible,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
low,deb,original,mariadb
negligible,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
low,deb,original,mariadb
low,deb,original,mariadb
low,deb,original,mariadb
low,deb,original,mariadb
low,deb,original,mariadb
low,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
medium,deb,original,mariadb
low,deb,original,mariadb
low,deb,original,mariadb
low,deb,original,mariadb
low,deb,original,mariadb
critical,go-module,original,mariadb
critical,go-module,original,mariadb
critical,go-module,original,mariadb
critical,go-module,original,mariadb
critical,go-module,original,mariadb
critical,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
high,go-module,original,mariadb
medium,go-module,original,mariadb
medium,go-module,original,mariadb
medium,go-module,original,mariadb
medium,go-module,original,mariadb
medium,go-module,original,mariadb
medium,go-module,original,mariadb
medium,go-module,original,mariadb
medium,go-module,original,mariadb
medium,go-module,original,mariadb
medium,go-module,original,mariadb
medium,go-module,original,mariadb
medium,go-module,original,mariadb
low,go-module,original,mariadb
unknown,go-module,original,mariadb
unknown,go-module,original,mariadb
unknown,go-module,original,mariadb
unknown,go-module,original,mariadb
unknown,go-module,original,mariadb
unknown,go-module,original,mariadb
unknown,go-module,original,mariadb
medium,deb,original,mariadb
high,deb,rapidfort,fluentd
high,binary,rapidfort,fluentd
low,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
high,gem,rapidfort,fluentd
high,deb,rapidfort,fluentd
high,deb,rapidfort,fluentd
high,deb,rapidfort,fluentd
medium,deb,rapidfort,fluentd
medium,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
unknown,deb,rapidfort,fluentd
unknown,deb,rapidfort,fluentd
high,deb,rapidfort,fluentd
high,deb,rapidfort,fluentd
high,deb,rapidfort,fluentd
medium,deb,rapidfort,fluentd
medium,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
unknown,deb,rapidfort,fluentd
unknown,deb,rapidfort,fluentd
medium,deb,rapidfort,fluentd
unknown,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
critical,deb,rapidfort,fluentd
medium,deb,rapidfort,fluentd
medium,deb,rapidfort,fluentd
unknown,deb,rapidfort,fluentd
unknown,deb,rapidfort,fluentd
critical,deb,rapidfort,fluentd
medium,deb,rapidfort,fluentd
medium,deb,rapidfort,fluentd
unknown,deb,rapidfort,fluentd
unknown,deb,rapidfort,fluentd
medium,deb,rapidfort,fluentd
unknown,deb,rapidfort,fluentd
medium,deb,rapidfort,fluentd
unknown,deb,rapidfort,fluentd
high,gem,rapidfort,fluentd
medium,gem,rapidfort,fluentd
medium,gem,rapidfort,fluentd
critical,gem,rapidfort,fluentd
medium,deb,rapidfort,fluentd
negligible,deb,rapidfort,fluentd
unknown,deb,rapidfort,fluentd
medium,gem,rapidfort,fluentd
critical,deb,rapidfort,fluentd
negligible,deb,original,zookeper
negligible,deb,original,zookeper
low,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
medium,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
medium,deb,original,zookeper
negligible,deb,original,zookeper
medium,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
unknown,deb,original,zookeper
unknown,deb,original,zookeper
unknown,deb,original,zookeper
negligible,deb,original,zookeper
unknown,deb,original,zookeper
unknown,deb,original,zookeper
unknown,deb,original,zookeper
negligible,deb,original,zookeper
unknown,deb,original,zookeper
unknown,deb,original,zookeper
unknown,deb,original,zookeper
negligible,deb,original,zookeper
unknown,deb,original,zookeper
unknown,deb,original,zookeper
unknown,deb,original,zookeper
high,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
medium,deb,original,zookeper
unknown,deb,original,zookeper
medium,deb,original,zookeper
medium,deb,original,zookeper
medium,deb,original,zookeper
medium,deb,original,zookeper
medium,deb,original,zookeper
high,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
low,deb,original,zookeper
negligible,deb,original,zookeper
critical,deb,original,zookeper
unknown,deb,original,zookeper
unknown,deb,original,zookeper
unknown,deb,original,zookeper
medium,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
medium,deb,original,zookeper
unknown,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
high,deb,original,zookeper
medium,deb,original,zookeper
medium,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
medium,deb,original,zookeper
low,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
medium,deb,original,zookeper
unknown,deb,original,zookeper
critical,deb,original,zookeper
unknown,deb,original,zookeper
unknown,deb,original,zookeper
unknown,deb,original,zookeper
medium,deb,original,zookeper
low,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
high,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
high,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
high,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
low,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
negligible,deb,original,zookeper
critical,deb,original,zookeper
medium,apk,original,curl
medium,apk,original,curl
medium,apk,original,curl
medium,apk,original,curl
critical,apk,original,curl
unknown,apk,original,curl
critical,apk,original,curl
unknown,apk,original,curl
medium,apk,original,curl
medium,apk,original,curl
medium,apk,original,curl
medium,apk,original,curl
low,deb,rapidfort,envoy-official
negligible,deb,rapidfort,envoy-official
low,deb,rapidfort,envoy-official
negligible,deb,rapidfort,envoy-official
low,deb,rapidfort,envoy-official
low,deb,rapidfort,envoy-official
low,deb,rapidfort,envoy-official
low,deb,rapidfort,envoy-official
negligible,deb,original,nginx
negligible,deb,original,nginx
low,deb,original,nginx
negligible,deb,original,nginx
medium,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
medium,deb,original,nginx
negligible,deb,original,nginx
medium,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
medium,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
medium,deb,original,nginx
unknown,deb,original,nginx
medium,deb,original,nginx
medium,deb,original,nginx
medium,deb,original,nginx
medium,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
high,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
low,deb,original,nginx
negligible,deb,original,nginx
critical,deb,original,nginx
unknown,deb,original,nginx
unknown,deb,original,nginx
unknown,deb,original,nginx
medium,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
medium,deb,original,nginx
unknown,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
high,deb,original,nginx
medium,deb,original,nginx
medium,deb,original,nginx
negligible,deb,original,nginx
medium,deb,original,nginx
low,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
medium,deb,original,nginx
unknown,deb,original,nginx
critical,deb,original,nginx
unknown,deb,original,nginx
unknown,deb,original,nginx
unknown,deb,original,nginx
medium,deb,original,nginx
low,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
high,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
high,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
high,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
low,deb,original,nginx
high,go-module,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
negligible,deb,original,nginx
critical,deb,original,nginx
low,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
critical,deb,rapidfort,memcached
unknown,deb,rapidfort,memcached
unknown,deb,rapidfort,memcached
unknown,deb,rapidfort,memcached
medium,deb,rapidfort,memcached
unknown,deb,rapidfort,memcached
negligible,deb,rapidfort,memcached
low,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
high,deb,rapidfort,nginx-official
high,deb,rapidfort,nginx-official
high,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
unknown,deb,rapidfort,nginx-official
unknown,deb,rapidfort,nginx-official
high,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
high,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
critical,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
unknown,deb,rapidfort,nginx-official
unknown,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
high,deb,rapidfort,nginx-official
high,deb,rapidfort,nginx-official
high,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
unknown,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
high,deb,rapidfort,nginx-official
high,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
high,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
unknown,deb,rapidfort,nginx-official
high,binary,rapidfort,nginx-official
high,deb,rapidfort,nginx-official
medium,deb,rapidfort,nginx-official
low,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
negligible,deb,rapidfort,nginx-official
critical,deb,rapidfort,nginx-official
low,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
medium,deb,rapidfort,consul
unknown,deb,rapidfort,consul
medium,deb,rapidfort,consul
low,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
negligible,deb,rapidfort,consul
medium,apk,original,traefik
medium,apk,original,traefik
medium,apk,original,traefik
medium,apk,original,traefik
low,go-module,original,traefik
medium,go-module,original,traefik
critical,apk,original,traefik
unknown,apk,original,traefik
critical,apk,original,traefik
unknown,apk,original,traefik
medium,apk,original,traefik
medium,apk,original,traefik
high,go-module,original,traefik
negligible,deb,original,influxdb
negligible,deb,original,influxdb
low,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
negligible,deb,original,influxdb
medium,go-module,original,influxdb
low,go-module,original,influxdb
medium,go-module,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
unknown,deb,original,influxdb
unknown,deb,original,influxdb
unknown,deb,original,influxdb
negligible,deb,original,influxdb
unknown,deb,original,influxdb
unknown,deb,original,influxdb
unknown,deb,original,influxdb
negligible,deb,original,influxdb
unknown,deb,original,influxdb
unknown,deb,original,influxdb
unknown,deb,original,influxdb
negligible,deb,original,influxdb
unknown,deb,original,influxdb
unknown,deb,original,influxdb
unknown,deb,original,influxdb
high,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
unknown,deb,original,influxdb
medium,deb,original,influxdb
medium,deb,original,influxdb
medium,deb,original,influxdb
medium,deb,original,influxdb
medium,deb,original,influxdb
high,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
low,deb,original,influxdb
negligible,deb,original,influxdb
critical,deb,original,influxdb
unknown,deb,original,influxdb
unknown,deb,original,influxdb
unknown,deb,original,influxdb
medium,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
unknown,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
low,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
negligible,deb,original,influxdb
medium,deb,original,influxdb
unknown,deb,original,influxdb
critical,deb,original,influxdb
unknown,deb,original,influxdb
unknown,deb,original,influxdb
unknown,deb,original,influxdb
medium,deb,original,influxdb
